"","psraid","sample","segment","int_date","lang","scregion","sstate"
"2143",203767,2,2,40416,1,3,37
"2144",208913,2,2,50316,1,4,35
"2145",207326,2,2,42516,1,2,27
"2146",204850,2,2,42616,2,2,20
"2147",100171,1,1,22916,1,1,34
"2148",207357,2,2,42516,2,1,36
"2149",100099,1,1,22916,1,1,36
"2150",201487,2,2,30916,1,2,26
"2151",200801,2,2,30416,1,3,48
"2152",200351,2,2,30116,1,3,10
"2153",102435,1,1,32616,1,4,6
"2154",200207,2,2,22916,1,3,13
"2155",205815,2,2,41216,1,4,6
"2156",206182,2,2,41616,1,2,17
"2157",207804,2,2,42816,1,3,47
"2158",101109,1,1,30816,1,2,39
"2159",102050,1,1,40216,1,2,39
"2160",207728,2,2,42716,1,4,53
"2161",101903,1,1,31616,1,2,17
"2162",208484,2,2,50116,1,3,13
"2163",102136,1,1,31916,1,2,55
"2164",204346,2,2,33116,2,3,48
"2165",205406,2,2,42216,1,3,13
"2166",200768,2,2,31316,2,4,6
"2167",205242,2,2,40816,1,3,37
"2168",300071,1,3,30216,1,1,36
"2169",206605,2,2,42116,1,3,48
"2170",209527,2,2,50516,1,4,6
"2171",207012,2,2,42316,2,1,25
"2172",101220,1,1,31916,2,3,48
"2173",200104,2,2,30316,1,4,35
"2174",203673,2,2,42216,1,4,6
"2175",102446,1,1,50116,1,3,51
"2176",204650,2,2,40316,1,3,11
"2177",206125,2,2,41616,2,3,48
"2178",203767,2,2,32616,1,3,22
"2179",208957,2,2,50316,1,2,17
"2180",201795,2,2,31116,1,4,4
"2181",203771,2,2,32616,1,2,17
"2182",206868,2,2,42316,2,1,36
"2183",202725,2,2,31916,1,3,48
"2184",400113,2,4,30816,1,4,6
"2185",208408,2,2,50116,1,3,28
"2186",207278,2,2,42516,1,2,17
"2187",203706,2,2,32616,1,4,6
"2188",202120,2,2,31316,1,3,13
"2189",206366,2,2,41916,1,4,8
"2190",203960,2,2,32716,1,2,18
"2191",202262,2,2,31316,1,4,41
"2192",101138,1,1,30516,2,4,49
"2193",400443,2,4,42316,1,3,12
"2194",206193,2,2,41616,1,4,49
"2195",207080,2,2,42316,1,3,13
"2196",101609,1,1,31016,1,2,17
"2197",202060,2,2,31316,1,4,41
"2198",202518,2,2,31616,1,3,48
"2199",201617,2,2,31016,1,3,13
"2200",202866,2,2,31916,2,4,35
"2201",209050,2,2,50516,1,1,33
"2202",207065,2,2,42316,1,1,36
"2203",207849,2,2,42816,1,1,25
"2204",209602,2,2,50816,1,1,25
"2205",100272,1,1,22916,1,3,37
"2206",206907,2,2,42316,1,4,6
"2207",100147,1,1,22916,1,4,6
"2208",206789,2,2,42216,1,1,42
"2209",207859,2,2,42816,1,1,36
"2210",400011,2,4,22916,1,1,42
"2211",100882,1,1,30316,1,3,22
"2212",400113,2,4,30816,1,3,51
"2213",201623,2,2,31116,2,2,29
"2214",400053,2,4,30216,1,2,39
"2215",208267,2,2,43016,1,1,34
"2216",201939,2,2,32816,2,1,36
"2217",200981,2,2,30516,1,3,51
"2218",201043,2,2,30516,1,3,24
"2219",201617,2,2,31016,1,1,25
"2220",202969,2,2,32016,2,3,48
"2221",102098,1,1,31716,1,4,53
"2222",202092,2,2,31416,1,2,19
"2223",208561,2,2,50216,1,3,11
"2224",102994,1,1,50116,1,4,6
"2225",205949,2,2,41416,1,2,26
"2226",200399,2,2,30116,1,1,25
"2227",100558,1,1,30216,1,1,42
"2228",209740,2,2,50816,1,4,8
"2229",209014,2,2,50816,1,3,47
"2230",206578,2,2,42516,2,4,6
"2231",300191,1,3,31316,1,2,18
"2232",103051,1,1,42316,1,2,17
"2233",208422,2,2,50116,1,2,26
"2234",201504,2,2,30916,1,3,12
"2235",100564,1,1,30216,1,1,36
"2236",206052,2,2,41616,2,1,36
"2237",103150,1,1,43016,1,1,36
"2238",202912,2,2,50516,2,1,42
"2239",103512,1,1,50216,1,3,51
"2240",300029,1,3,31216,1,3,45
"2241",400004,2,4,22916,1,3,22
"2242",201640,2,2,31016,1,3,12
"2243",400132,2,4,30916,1,3,13
"2244",203803,2,2,32616,1,2,39
"2245",203920,2,2,32716,1,1,34
"2246",201231,2,2,31316,1,3,11
"2247",201234,2,2,30616,1,3,13
"2248",203493,2,2,32416,1,2,39
"2249",204655,2,2,40316,1,4,53
"2250",208952,2,2,50416,1,1,36
"2251",101364,1,1,30616,1,3,22
"2252",201949,2,2,31216,1,3,13
"2253",202610,2,2,31816,1,3,22
"2254",202396,2,2,31516,1,2,26
"2255",208834,2,2,50316,1,3,13
"2256",208443,2,2,50116,1,2,39
"2257",200590,2,2,31116,2,3,48
"2258",207957,2,2,42916,1,2,17
"2259",200060,2,2,30416,1,3,48
"2260",204877,2,2,50416,1,3,12
"2261",204806,2,2,40516,1,4,6
"2262",100536,1,1,30216,1,3,51
"2263",300358,1,3,50516,1,3,40
"2264",208079,2,2,43016,1,4,6
"2265",204671,2,2,40316,1,4,41
"2266",204965,2,2,40616,1,1,36
"2267",201239,2,2,30616,1,4,6
"2268",204404,2,2,33116,1,4,35
"2269",102492,1,1,40216,1,2,39
"2270",204111,2,2,32816,1,4,6
"2271",208366,2,2,50116,1,4,35
"2272",206123,2,2,41616,2,3,22
"2273",202016,2,2,31216,1,3,13
"2274",208312,2,2,50116,2,3,12
"2275",204384,2,2,33116,1,3,48
"2276",101164,1,1,30516,1,4,6
"2277",300099,1,3,30416,1,4,32
"2278",200871,2,2,30416,1,3,48
"2279",400237,2,4,31816,1,4,6
"2280",203572,2,2,32516,1,1,42
"2281",207610,2,2,42716,1,2,18
"2282",208584,2,2,50216,1,2,26
"2283",101141,1,1,30516,1,4,6
"2284",208146,2,2,43016,1,1,25
"2285",202899,2,2,31916,1,3,13
"2286",206455,2,2,42016,1,4,8
"2287",101481,1,1,31916,1,4,6
"2288",101427,1,1,30816,1,4,6
"2289",205942,2,2,41416,1,2,17
"2290",205848,2,2,41216,1,4,6
"2291",400102,2,4,30616,1,3,28
"2292",201194,2,2,30616,1,1,42
"2293",200794,2,2,30416,1,4,41
"2294",208614,2,2,50216,1,2,29
"2295",208577,2,2,50516,1,1,36
"2296",205606,2,2,41116,1,3,37
"2297",203131,2,2,32116,1,3,12
"2298",209082,2,2,50416,1,4,6
"2299",203536,2,2,32416,1,4,6
"2300",100656,1,1,30216,1,3,37
"2301",200424,2,2,30216,1,3,48
"2302",209738,2,2,50816,1,3,54
"2303",103527,1,1,50316,1,2,17
"2304",207415,2,2,42616,1,1,34
"2305",100730,1,1,32616,1,3,40
"2306",101301,1,1,40216,1,3,28
"2307",204590,2,2,40216,1,3,11
"2308",208725,2,2,50216,1,3,48
"2309",208822,2,2,50316,1,3,48
"2310",400535,2,4,42316,1,3,21
"2311",102259,1,1,32116,1,2,26
"2312",203072,2,2,40916,1,4,6
"2313",200628,2,2,31416,2,3,48
"2314",200543,2,2,30216,1,3,51
"2315",209576,2,2,50516,1,2,55
"2316",205076,2,2,40716,2,3,12
"2317",300257,1,3,32016,1,3,13
"2318",102041,1,1,31716,1,2,20
"2319",200883,2,2,30416,1,3,1
"2320",209661,2,2,50616,1,2,29
"2321",102049,1,1,31916,1,4,6
"2322",400201,2,4,31416,1,3,22
"2323",209278,2,2,50416,1,1,36
"2324",300102,1,3,30516,1,2,29
"2325",205127,2,2,40716,1,2,39
"2326",201187,2,2,30616,1,3,40
"2327",207719,2,2,42716,1,4,6
"2328",202333,2,2,40416,1,3,1
"2329",202106,2,2,31316,1,1,34
"2330",204793,2,2,40416,1,4,6
"2331",102101,1,1,31916,1,3,12
"2332",200629,2,2,30216,2,1,36
"2333",201363,2,2,30816,1,3,12
"2334",206142,2,2,41616,1,4,6
"2335",101399,1,1,30816,1,1,36
"2336",209002,2,2,50316,1,3,11
"2337",400244,2,4,31816,1,3,51
"2338",202181,2,2,40616,1,3,48
"2339",202434,2,2,31516,1,3,37
"2340",202418,2,2,31516,1,3,47
"2341",100504,1,1,30216,1,1,42
"2342",202280,2,2,31416,1,2,20
"2343",300020,1,3,22916,1,3,40
"2344",202107,2,2,31316,1,3,48
"2345",202055,2,2,31216,1,3,48
"2346",206269,2,2,42216,1,3,48
"2347",300257,1,3,33116,1,3,22
"2348",100790,1,1,30316,1,3,48
"2349",209701,2,2,50716,1,4,53
"2350",200260,2,2,22916,1,2,55
"2351",205439,2,2,40916,1,4,4
"2352",201209,2,2,30816,1,1,42
"2353",206244,2,2,42216,1,4,6
"2354",400645,2,4,50116,1,3,1
"2355",209638,2,2,50616,1,1,36
"2356",103645,1,1,50416,1,2,55
"2357",206731,2,2,42216,1,3,48
"2358",102958,1,1,42316,1,1,50
"2359",208889,2,2,50516,1,4,53
"2360",100567,1,1,30216,1,3,51
"2361",203992,2,2,32716,1,3,13
"2362",204558,2,2,40116,1,4,53
"2363",206737,2,2,42216,1,4,6
"2364",101209,1,1,30516,1,3,12
"2365",101459,1,1,32216,1,4,4
"2366",102618,1,1,41016,1,3,47
"2367",102041,1,1,31716,1,3,13
"2368",207515,2,2,42716,1,3,48
"2369",208207,2,2,43016,1,3,48
"2370",400340,2,4,40216,1,3,12
"2371",209398,2,2,50416,1,3,12
"2372",400134,2,4,30916,1,1,36
"2373",200565,2,2,30216,1,3,45
"2374",202138,2,2,31316,1,3,13
"2375",203027,2,2,32016,1,3,37
"2376",207250,2,2,42416,1,4,6
"2377",204749,2,2,40416,1,3,48
"2378",205016,2,2,40716,1,3,45
"2379",400639,2,4,50516,1,3,51
"2380",201540,2,2,32916,1,4,41
"2381",102813,1,1,43016,1,3,12
"2382",100147,1,1,22916,1,1,34
"2383",101392,1,1,30616,1,2,20
"2384",201257,2,2,30816,1,4,6
"2385",205836,2,2,41316,1,1,34
"2386",103163,1,1,43016,1,3,13
"2387",100095,1,1,30116,1,3,21
"2388",201209,2,2,30816,1,1,42
"2389",400390,2,4,50516,1,3,1
"2390",100960,1,1,30416,1,2,26
"2391",200834,2,2,30416,2,3,48
"2392",207590,2,2,42716,1,3,21
"2393",101313,1,1,30816,1,3,28
"2394",205967,2,2,41416,1,3,48
"2395",200946,2,2,31316,1,4,6
"2396",103107,1,1,50316,1,3,22
"2397",208106,2,2,50416,1,2,17
"2398",205862,2,2,41216,1,4,6
"2399",209624,2,2,50616,1,3,48
"2400",205095,2,2,40716,1,2,17
"2401",203721,2,2,32616,1,4,53
"2402",300358,1,3,50516,1,3,12
"2403",202136,2,2,31416,1,3,48
"2404",103427,1,1,50116,1,3,45
"2405",204916,2,2,40516,1,2,39
"2406",200791,2,2,30416,1,4,35
"2407",205409,2,2,40916,1,2,17
"2408",200851,2,2,30416,1,3,48
"2409",207665,2,2,42716,1,3,24
"2410",206086,2,2,41516,1,3,40
"2411",208630,2,2,50216,1,2,29
"2412",101205,1,1,30516,1,4,49
"2413",400641,2,4,50116,1,3,24
"2414",207034,2,2,42316,1,3,48
"2415",201198,2,2,30816,1,1,42
"2416",206330,2,2,41816,1,1,42
"2417",206588,2,2,42116,1,4,6
"2418",200656,2,2,30316,1,3,48
"2419",102321,1,1,32216,1,2,27
"2420",203913,2,2,32716,1,1,34
"2421",300021,1,3,30816,1,3,24
"2422",208519,2,2,50216,1,3,45
"2423",209722,2,2,50716,1,1,36
"2424",201168,2,2,30616,1,3,48
"2425",207683,2,2,50316,1,3,51
"2426",202441,2,2,31516,1,3,37
"2427",206882,2,2,42316,1,3,13
"2428",203371,2,2,32316,1,1,33
"2429",203371,2,2,32316,1,3,12
"2430",206820,2,2,42216,1,4,6
"2431",101816,1,1,31216,1,4,6
"2432",206366,2,2,41916,1,4,6
"2433",400150,2,4,31016,1,1,36
"2434",209740,2,2,50816,1,3,48
"2435",206021,2,2,41516,1,3,24
"2436",207360,2,2,42916,1,1,42
"2437",400421,2,4,42316,1,1,42
"2438",201562,2,2,30916,1,1,36
"2439",300196,1,3,31216,1,4,6
"2440",203693,2,2,32616,1,3,48
"2441",102332,1,1,32216,1,2,39
"2442",205400,2,2,42216,1,3,13
"2443",206839,2,2,42216,1,1,36
"2444",202978,2,2,32016,1,4,6
"2445",206323,2,2,41816,1,3,12
"2446",204566,2,2,40216,1,4,35
"2447",208937,2,2,50416,1,3,13
"2448",203130,2,2,32116,1,3,12
"2449",300233,1,3,31616,1,3,37
"2450",103755,1,1,50816,1,4,6
"2451",400544,2,4,43016,1,2,26
"2452",101798,1,1,31216,1,4,6
"2453",101735,1,1,31216,1,3,48
"2454",100965,1,1,30516,2,4,32
"2455",200765,2,2,31316,2,4,6
"2456",400655,2,4,50316,1,3,47
"2457",207002,2,2,42316,1,4,6
"2458",103639,1,1,50416,1,3,48
"2459",203457,2,2,32416,1,3,12
"2460",103629,1,1,50316,1,3,48
"2461",300150,1,3,31916,1,1,25
"2462",400428,2,4,42316,1,1,36
"2463",207376,2,2,42516,1,4,6
"2464",100269,1,1,30516,1,4,35
"2465",206265,2,2,41716,1,3,45
"2466",200555,2,2,30216,1,4,32
"2467",203012,2,2,32016,1,3,48
"2468",101739,1,1,31216,1,1,34
"2469",203920,2,2,33116,2,3,48
"2470",204842,2,2,40516,1,3,13
"2471",102511,1,1,40316,1,3,45
"2472",205675,2,2,41116,1,4,6
"2473",203111,2,2,32116,1,3,12
"2474",209540,2,2,50616,2,3,22
"2475",209123,2,2,50416,1,3,28
"2476",207071,2,2,42316,1,2,17
"2477",204283,2,2,33016,1,3,12
"2478",201700,2,2,31016,1,3,13
"2479",201283,2,2,30616,1,4,6
"2480",201137,2,2,30616,1,3,12
"2481",202283,2,2,31416,1,2,17
"2482",201218,2,2,31316,2,4,6
"2483",103406,1,1,50116,1,3,47
"2484",103604,1,1,50216,1,1,36
"2485",209158,2,2,50416,1,4,35
"2486",206801,2,2,42216,1,1,34
"2487",201436,2,2,30916,1,3,12
"2488",203254,2,2,32316,1,3,12
"2489",200424,2,2,50416,1,3,47
"2490",201740,2,2,31116,1,1,36
"2491",209573,2,2,50516,1,2,17
"2492",103642,1,1,50416,1,3,48
"2493",102940,1,1,42316,1,3,1
"2494",206335,2,2,41816,1,3,12
"2495",400388,2,4,40916,1,3,47
"2496",203016,2,2,32016,1,3,28
"2497",209712,2,2,50716,1,3,48
"2498",200927,2,2,30416,1,4,53
"2499",101650,1,1,31216,1,3,1
"2500",205417,2,2,40916,1,4,32
"2501",207851,2,2,42816,1,1,25
"2502",206724,2,2,42216,1,4,6
"2503",103674,1,1,50416,1,2,29
"2504",209297,2,2,50516,2,3,12
"2505",101808,1,1,31216,1,4,6
"2506",101189,1,1,30516,1,4,6
"2507",200900,2,2,30416,1,2,55
"2508",200533,2,2,30216,1,3,47
"2509",100710,1,1,30316,1,2,26
"2510",200150,2,2,22916,1,1,34
"2511",204838,2,2,40516,1,3,1
"2512",103360,1,1,50116,1,1,36
"2513",201658,2,2,31016,1,2,26
"2514",300017,1,3,22916,1,2,38
"2515",208577,2,2,50216,1,3,40
"2516",204444,2,2,42616,1,4,6
"2517",103587,1,1,50316,1,3,48
"2518",202028,2,2,31816,1,3,1
"2519",203410,2,2,32316,1,3,13
"2520",102445,1,1,50116,1,3,51
"2521",200643,2,2,30316,1,3,12
"2522",100522,1,1,31216,1,1,42
"2523",101131,1,1,30516,1,4,6
"2524",206908,2,2,42316,1,4,4
"2525",203006,2,2,32016,1,2,20
"2526",100449,1,1,30116,1,3,48
"2527",201127,2,2,30616,1,3,13
"2528",203075,2,2,32616,1,4,6
"2529",200040,2,2,30416,1,3,12
"2530",300017,1,3,22916,1,2,39
"2531",300086,1,3,30316,1,3,45
"2532",202758,2,2,31916,1,3,45
"2533",102049,1,1,40216,1,4,49
"2534",400271,2,4,31816,1,1,36
"2535",203135,2,2,32116,1,3,24
"2536",101481,1,1,31916,1,3,11
"2537",206817,2,2,42216,1,4,53
"2538",203135,2,2,32116,1,3,24
"2539",202997,2,2,32016,1,4,6
"2540",103005,1,1,42316,1,3,51
"2541",204960,2,2,40616,1,3,13
"2542",204810,2,2,40516,1,4,6
"2543",205816,2,2,41316,1,3,48
"2544",200102,2,2,22916,1,3,1
"2545",203647,2,2,42816,1,4,6
"2546",101040,1,1,32116,1,2,18
"2547",201149,2,2,30616,1,2,31
"2548",203177,2,2,32116,1,1,36
"2549",202828,2,2,32016,2,3,5
"2550",100267,1,1,30516,1,4,41
"2551",205756,2,2,41316,1,1,34
"2552",200112,2,2,30316,1,4,35
"2553",208368,2,2,50316,1,3,12
"2554",400360,2,4,40916,1,3,12
"2555",206963,2,2,42316,1,1,42
"2556",205449,2,2,40916,1,4,6
"2557",103517,1,1,50216,1,3,51
"2558",203746,2,2,32616,1,4,6
"2559",204360,2,2,40316,2,3,48
"2560",400332,2,4,40216,1,3,1
"2561",206196,2,2,41616,1,3,22
"2562",300089,1,3,30316,1,3,48
"2563",203757,2,2,40416,1,2,29
"2564",208978,2,2,50316,1,2,55
"2565",101399,1,1,30816,1,1,36
"2566",202690,2,2,31816,1,4,32
"2567",204519,2,2,40116,1,3,54
"2568",207450,2,2,42616,1,2,26
"2569",207934,2,2,42916,1,3,45
"2570",102054,1,1,31716,1,4,6
"2571",208945,2,2,50316,1,1,34
"2572",100330,1,1,40916,1,3,37
"2573",400060,2,4,50716,1,4,6
"2574",209313,2,2,50416,1,3,45
"2575",400053,2,4,31516,1,3,48
"2576",203651,2,2,32516,1,4,6
"2577",100142,1,1,22916,1,3,24
"2578",201987,2,2,31216,1,3,51
"2579",101747,1,1,31216,1,3,28
"2580",208482,2,2,50116,1,1,34
"2581",205071,2,2,40716,1,3,48
"2582",203877,2,2,40716,1,4,35
"2583",201474,2,2,30916,1,2,18
"2584",200671,2,2,30316,1,3,48
"2585",209007,2,2,50316,1,2,39
"2586",205063,2,2,40716,1,2,39
"2587",300207,1,3,31216,1,4,6
"2588",207081,2,2,42316,1,3,47
"2589",103527,1,1,50216,1,2,39
"2590",205409,2,2,42216,1,2,31
"2591",400448,2,4,42316,1,1,36
"2592",202865,2,2,31916,1,3,13
"2593",206143,2,2,41616,1,2,26
"2594",202635,2,2,32116,1,3,40
"2595",201287,2,2,30816,1,4,53
"2596",102011,1,1,32116,1,1,42
"2597",100261,1,1,22916,1,4,6
"2598",101284,1,1,31216,1,3,21
"2599",200931,2,2,30416,1,4,41
"2600",101689,1,1,31216,1,3,45
"2601",102299,1,1,32216,1,3,12
"2602",206323,2,2,41816,1,3,1
"2603",400143,2,4,31116,1,3,48
"2604",101572,1,1,31016,1,1,36
"2605",200440,2,2,30216,1,1,36
"2606",201076,2,2,32016,1,3,1
"2607",203008,2,2,32016,1,2,18
"2608",205091,2,2,40716,2,3,12
"2609",200428,2,2,30216,1,1,36
"2610",205356,2,2,40916,1,4,35
"2611",206526,2,2,42116,1,3,12
"2612",207859,2,2,50416,1,2,26
"2613",204549,2,2,40216,1,3,48
"2614",207414,2,2,42616,1,1,36
"2615",202995,2,2,32016,1,4,49
"2616",207804,2,2,42816,1,3,48
"2617",208227,2,2,43016,1,1,36
"2618",204758,2,2,40416,1,4,6
"2619",300181,1,3,31216,1,1,42
"2620",207571,2,2,50416,1,2,17
"2621",201472,2,2,30916,2,3,48
"2622",300231,1,3,31316,1,3,37
"2623",101583,1,1,31016,1,1,34
"2624",207851,2,2,42816,1,3,11
"2625",101736,1,1,31216,1,3,24
"2626",200907,2,2,30416,1,3,24
"2627",204602,2,2,41016,1,4,6
"2628",207954,2,2,42916,1,3,48
"2629",200830,2,2,30416,1,1,42
"2630",100790,1,1,30416,1,3,48
"2631",206696,2,2,42216,1,2,17
"2632",207851,2,2,42816,1,1,9
"2633",208046,2,2,42916,2,4,6
"2634",204465,2,2,40116,1,3,13
"2635",209536,2,2,50516,1,4,6
"2636",207704,2,2,42716,1,4,4
"2637",203302,2,2,32216,1,4,53
"2638",203226,2,2,32216,1,1,36
"2639",202106,2,2,31316,1,3,51
"2640",201966,2,2,31216,1,3,48
"2641",200162,2,2,22916,1,1,34
"2642",101399,1,1,30816,1,2,18
"2643",300112,1,3,31016,1,3,12
"2644",206915,2,2,42316,1,4,6
"2645",203881,2,2,32716,1,4,6
"2646",205194,2,2,40816,1,3,24
"2647",300138,1,3,31016,1,3,47
"2648",209158,2,2,50716,1,1,36
"2649",101769,1,1,31216,1,1,42
"2650",206493,2,2,42116,1,3,28
"2651",101535,1,1,30916,1,2,17
"2652",400202,2,4,31516,1,3,24
"2653",300348,1,3,50616,1,1,34
"2654",204671,2,2,40316,1,4,6
"2655",209600,2,2,50516,1,3,48
"2656",208750,2,2,50316,1,2,26
"2657",200706,2,2,30316,1,2,17
"2658",205490,2,2,41016,1,1,34
"2659",208258,2,2,43016,1,2,20
"2660",300158,1,3,31116,1,3,11
"2661",400465,2,4,42316,1,1,36
"2662",100160,1,1,22916,1,3,28
"2663",208405,2,2,50116,1,1,36
"2664",200952,2,2,30516,1,4,4
"2665",300037,1,3,30416,1,2,17
"2666",203291,2,2,32216,1,2,17
"2667",209722,2,2,50716,1,1,36
"2668",202107,2,2,31316,1,3,37
"2669",202852,2,2,31916,1,4,4
"2670",203401,2,2,40716,1,3,45
"2671",204475,2,2,40116,1,1,9
"2672",207280,2,2,42416,1,3,48
"2673",207689,2,2,42716,1,1,9
"2674",203127,2,2,32116,1,3,12
"2675",400474,2,4,42316,1,2,39
"2676",400557,2,4,42916,1,2,39
"2677",207041,2,2,42316,1,4,4
"2678",400588,2,4,43016,1,3,12
"2679",205967,2,2,41416,1,3,12
"2680",207294,2,2,50316,1,3,51
"2681",203039,2,2,32016,1,3,13
"2682",207734,2,2,42716,1,4,53
"2683",207560,2,2,42716,1,2,26
"2684",200520,2,2,30216,1,1,42
"2685",206035,2,2,41616,2,2,18
"2686",203627,2,2,40516,1,3,51
"2687",204726,2,2,40416,1,2,26
"2688",300266,1,3,32016,1,2,17
"2689",205269,2,2,40816,1,3,37
"2690",100286,1,1,30316,2,4,6
"2691",400107,2,4,30816,1,3,37
"2692",102801,1,1,42316,1,1,36
"2693",206493,2,2,42116,1,2,17
"2694",201124,2,2,31316,1,4,6
"2695",204406,2,2,33116,1,4,8
"2696",100564,1,1,31216,1,1,36
"2697",202212,2,2,31316,1,2,19
"2698",102422,1,1,32616,1,2,39
"2699",206035,2,2,41616,1,1,25
"2700",206113,2,2,41616,1,4,49
"2701",208168,2,2,43016,1,2,17
"2702",101585,1,1,42316,1,2,31
"2703",400465,2,4,42316,1,3,47
"2704",103574,1,1,50216,1,4,6
"2705",206047,2,2,41516,1,1,42
"2706",101265,1,1,40916,2,4,6
"2707",206259,2,2,41716,1,3,37
"2708",204793,2,2,40416,1,4,6
"2709",102445,1,1,50116,1,3,45
"2710",204437,2,2,40516,1,4,53
"2711",202720,2,2,31916,1,3,45
"2712",208445,2,2,50116,1,3,1
"2713",102879,1,1,42316,1,3,48
"2714",400437,2,4,41716,1,2,26
"2715",207571,2,2,42716,1,3,21
"2716",208484,2,2,50616,2,3,47
"2717",400652,2,4,50316,1,2,29
"2718",204404,2,2,33116,1,3,12
"2719",300075,1,3,31116,1,3,10
"2720",208052,2,2,42916,1,4,6
"2721",205587,2,2,41016,1,4,6
"2722",300314,1,3,50516,1,4,8
"2723",204796,2,2,40516,1,3,37
"2724",201198,2,2,31516,1,1,9
"2725",300120,1,3,30516,1,2,20
"2726",202596,2,2,32216,1,1,36
"2727",400180,2,4,31716,1,3,48
"2728",205158,2,2,40716,1,4,8
"2729",205766,2,2,41216,2,1,34
"2730",400369,2,4,43016,1,3,47
"2731",400390,2,4,50716,1,3,47
"2732",205848,2,2,41216,1,2,17
"2733",200200,2,2,22916,1,3,12
"2734",205840,2,2,41216,1,4,6
"2735",200240,2,2,22916,1,3,45
"2736",400208,2,4,31416,1,3,24
"2737",201403,2,2,30816,1,3,45
"2738",400633,2,4,50116,1,3,22
"2739",101713,1,1,31216,1,2,19
"2740",204470,2,2,40116,1,3,22
"2741",300238,1,3,31616,1,3,13
"2742",202937,2,2,31916,1,4,6
"2743",102951,1,1,42316,1,3,51
"2744",208389,2,2,50116,1,3,13
"2745",207168,2,2,42816,1,3,37
"2746",102474,1,1,40216,1,2,17
"2747",101185,1,1,30516,1,3,37
"2748",100737,1,1,42316,1,1,34
"2749",100022,1,1,22916,1,1,9
"2750",100197,1,1,31216,1,1,9
"2751",202609,2,2,31816,1,4,32
"2752",202413,2,2,31516,1,3,47
"2753",206164,2,2,41616,1,3,13
"2754",300111,1,3,31016,1,3,24
"2755",203367,2,2,32316,1,2,17
"2756",400068,2,4,30416,1,3,37
"2757",206124,2,2,41616,2,4,6
"2758",206308,2,2,41716,1,3,48
"2759",205699,2,2,41116,1,4,6
"2760",200155,2,2,22916,1,1,34
"2761",201554,2,2,32916,2,1,36
"2762",103189,1,1,43016,1,3,47
"2763",200091,2,2,22916,1,4,35
"2764",300057,1,3,22916,1,3,5
"2765",209712,2,2,50716,1,3,48
"2766",203008,2,2,32016,1,2,17
"2767",207570,2,2,42716,1,2,26
"2768",208463,2,2,50116,1,4,6
"2769",207566,2,2,42716,1,3,11
"2770",400046,2,4,30216,1,3,24
"2771",400401,2,4,50716,1,4,6
"2772",203086,2,2,32116,1,1,42
"2773",201617,2,2,31116,1,2,39
"2774",200733,2,2,30316,2,1,36
"2775",100487,1,1,31616,1,3,13
"2776",204521,2,2,50416,1,3,24
"2777",205584,2,2,41016,1,3,48
"2778",100519,1,1,31216,1,1,42
"2779",205470,2,2,41016,1,2,39
"2780",400222,2,4,31716,1,3,13
"2781",205190,2,2,40816,1,3,13
"2782",209260,2,2,50416,1,2,17
"2783",208879,2,2,50316,1,4,53
"2784",200701,2,2,50416,1,4,41
"2785",101576,1,1,31016,1,3,45
"2786",205971,2,2,41416,1,4,6
"2787",204248,2,2,33016,1,4,6
"2788",206042,2,2,41516,1,3,37
"2789",209536,2,2,50516,1,4,6
"2790",206146,2,2,41616,1,2,20
"2791",202101,2,2,31316,1,3,51
"2792",100093,1,1,22916,1,3,24
"2793",101748,1,1,31216,1,1,34
"2794",102813,1,1,42316,1,3,37
"2795",400011,2,4,22916,1,3,5
"2796",100894,1,1,30316,1,3,13
"2797",208381,2,2,50116,1,4,53
"2798",300308,1,3,50516,1,3,22
"2799",205194,2,2,40816,1,3,48
"2800",207278,2,2,42416,1,2,17
"2801",207185,2,2,42816,1,1,36
"2802",300260,1,3,32016,1,2,17
"2803",102138,1,1,31916,1,3,22
"2804",100625,1,1,30216,1,1,36
"2805",400633,2,4,50316,1,2,31
"2806",400631,2,4,50116,1,2,17
"2807",204484,2,2,40116,1,1,9
"2808",300017,1,3,22916,1,3,45
"2809",206113,2,2,41616,1,4,35
"2810",204760,2,2,50416,1,3,12
"2811",207805,2,2,42816,1,3,48
"2812",205172,2,2,40816,1,4,6
"2813",202881,2,2,31916,1,4,8
"2814",204515,2,2,40116,2,3,12
"2815",208416,2,2,50116,1,1,42
"2816",209436,2,2,50416,1,3,48
"2817",103095,1,1,50216,1,3,13
"2818",201727,2,2,31316,1,1,42
"2819",101442,1,1,30816,1,3,45
"2820",400153,2,4,31016,1,2,39
"2821",206260,2,2,41716,1,3,21
"2822",206644,2,2,42116,1,2,17
"2823",100597,1,1,30516,1,4,41
"2824",201287,2,2,30816,1,1,34
"2825",400276,2,4,40216,1,3,48
"2826",204575,2,2,40216,1,3,22
"2827",207913,2,2,42816,1,4,8
"2828",208396,2,2,50316,1,2,26
"2829",400692,2,4,50516,1,4,8
"2830",206930,2,2,42316,1,3,22
"2831",400088,2,4,50516,1,3,12
"2832",208957,2,2,50316,1,2,39
"2833",207534,2,2,42716,2,1,36
"2834",206069,2,2,41516,1,2,29
"2835",203457,2,2,32416,1,2,17
"2836",208830,2,2,50716,2,3,47
"2837",203494,2,2,32416,1,2,38
"2838",201478,2,2,30916,1,3,12
"2839",400586,2,4,43016,1,2,29
"2840",200034,2,2,30416,1,3,12
