"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"1035";"NAT9442  ";"2016JJ00";"       0";"       0";"       0";"     700";"     470";"     315";"     130";"      30";"     155";"      20";"      10";"       5";"       5";"       0";"      50";""
"1036";"NAT9442  ";"2017JJ00";"       0";"       0";"       0";"    1030";"     770";"     465";"     175";"     130";"     190";"      20";"      10";"       0";"       5";"       0";"      45";""
"1037";"NAT9442  ";"2018JJ00";"       0";"       0";"       0";"    1230";"     940";"     530";"     225";"     185";"     205";"      45";"      20";"       5";"      20";"       0";"      40";""
"1038";"NAT9442  ";"2019JJ00";"       0";"       0";"       0";"    1450";"    1105";"     530";"     235";"     340";"     250";"      45";"      25";"       5";"      15";"       0";"      50";""
"1039";"NAT9442  ";"2020JJ00";"       0";"       0";"       0";"    1090";"     865";"     430";"     205";"     230";"     160";"      25";"      15";"       0";"      10";"       0";"      35";""
"1040";"NAT9444  ";"2008JJ00";"      15";"       0";"       0";"     265";"      65";"      50";"      10";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"     190";""
"1041";"NAT9444  ";"2009JJ00";"      25";"      20";"       5";"     125";"      80";"      65";"       5";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"      35";""
"1042";"NAT9444  ";"2010JJ00";"      95";"      35";"      65";"     110";"      85";"      70";"       5";"      10";"       5";"       5";"       5";"       0";"       0";"       0";"      10";""
"1043";"NAT9444  ";"2011JJ00";"      25";"      15";"      10";"      90";"      70";"      55";"       5";"      10";"      10";"       5";"       0";"       0";"       0";"       0";"       5";""
"1044";"NAT9444  ";"2012JJ00";"     610";"     595";"      15";"      85";"      65";"      50";"      10";"      10";"       5";"      10";"      10";"       0";"       0";"       0";"       0";""
"1045";"NAT9444  ";"2013JJ00";"    2070";"    1705";"     365";"      95";"      70";"      30";"      25";"      10";"      15";"      10";"       5";"       0";"       0";"       0";"       0";""
"1046";"NAT9444  ";"2014JJ00";"    8265";"    5390";"    2875";"     205";"     180";"      35";"      50";"      95";"      15";"      10";"       5";"       0";"       0";"       0";"       5";""
"1047";"NAT9444  ";"2015JJ00";"   17000";"    8100";"    8905";"     665";"     615";"      45";"     250";"     320";"      25";"      15";"      10";"       5";"       0";"       0";"      10";""
"1048";"NAT9444  ";"2016JJ00";"   22080";"   13680";"    8400";"    1530";"    1485";"      30";"     910";"     545";"      20";"      20";"      15";"       0";"       5";"       0";"       5";""
"1049";"NAT9444  ";"2017JJ00";"   13660";"    5050";"    8610";"    3360";"    3315";"      30";"    1320";"    1960";"      25";"      15";"      10";"       0";"       0";"       0";"      10";""
"1050";"NAT9444  ";"2018JJ00";"    4555";"    2400";"    2155";"    2750";"    2705";"      75";"    1920";"     705";"      25";"      15";"      10";"       0";"       0";"       0";"       5";""
"1051";"NAT9444  ";"2019JJ00";"    4630";"    3250";"    1380";"    2235";"    2135";"     135";"    1685";"     315";"      25";"      25";"      20";"       5";"       5";"       0";"      45";""
"1052";"NAT9444  ";"2020JJ00";"    6155";"    4620";"    1535";"    1880";"    1825";"     140";"    1400";"     290";"      20";"      20";"      10";"       0";"      10";"       0";"      10";""
"1053";"NAT9446  ";"2008JJ00";"       0";"       0";"       0";"     480";"     145";"      50";"      85";"      10";"     190";"     135";"      85";"      10";"      40";"       0";"      10";""
"1054";"NAT9446  ";"2009JJ00";"       0";"       0";"       0";"     430";"     140";"      55";"      75";"       5";"     165";"     120";"      70";"      20";"      30";"       0";"       5";""
"1055";"NAT9446  ";"2010JJ00";"      20";"       0";"      20";"     455";"     135";"      60";"      70";"       5";"     195";"     115";"      60";"      15";"      40";"       0";"       5";""
"1056";"NAT9446  ";"2011JJ00";"       0";"       0";"       0";"     485";"     150";"      80";"      60";"       5";"     200";"     135";"      65";"      15";"      50";"       0";"       5";""
"1057";"NAT9446  ";"2012JJ00";"       0";"       0";"       0";"     370";"      95";"      35";"      50";"      10";"     180";"      85";"      50";"      10";"      25";"       0";"       5";""
"1058";"NAT9446  ";"2013JJ00";"       0";"       0";"       0";"     505";"     120";"      55";"      65";"       5";"     240";"     135";"      75";"      30";"      30";"       0";"      10";""
"1059";"NAT9446  ";"2014JJ00";"       0";"       0";"       0";"     465";"     105";"      50";"      55";"       0";"     265";"      85";"      60";"      15";"      10";"       0";"       5";""
"1060";"NAT9446  ";"2015JJ00";"       0";"       0";"       0";"     565";"     135";"      70";"      60";"       5";"     310";"     105";"      75";"      15";"      15";"       0";"      15";""
"1061";"NAT9446  ";"2016JJ00";"       0";"       0";"       0";"     720";"     165";"      85";"      80";"       0";"     390";"     140";"     100";"      25";"      15";"       0";"      20";""
"1062";"NAT9446  ";"2017JJ00";"       0";"       0";"       0";"     785";"     160";"      80";"      75";"       5";"     425";"     180";"     125";"      20";"      30";"       0";"      20";""
"1063";"NAT9446  ";"2018JJ00";"       0";"       0";"       0";"     920";"     170";"      85";"      80";"       0";"     565";"     160";"     125";"      15";"      20";"       0";"      25";""
"1064";"NAT9446  ";"2019JJ00";"       0";"       0";"       0";"    1020";"     180";"      95";"      70";"      15";"     620";"     200";"     120";"      30";"      55";"       0";"      20";""
"1065";"NAT9446  ";"2020JJ00";"       0";"       0";"       0";"     620";"     145";"      80";"      60";"       5";"     265";"     120";"      80";"      20";"      20";"       0";"      90";""
"1066";"NAT9447  ";"2008JJ00";"       0";"       0";"       0";"     125";"      10";"       5";"       5";"       0";"      90";"      15";"       5";"      10";"       5";"       0";"       5";""
"1067";"NAT9447  ";"2009JJ00";"       0";"       0";"       0";"     150";"       5";"       5";"       0";"       0";"     120";"      25";"       0";"      25";"       5";"       0";"       0";""
"1068";"NAT9447  ";"2010JJ00";"       0";"       0";"       0";"     105";"      10";"       5";"       5";"       0";"      80";"      10";"       0";"       5";"       0";"       0";"       0";""
"1069";"NAT9447  ";"2011JJ00";"       0";"       0";"       0";"      85";"       5";"       5";"       0";"       0";"      60";"      15";"       5";"      15";"       0";"       5";"       0";""
"1070";"NAT9447  ";"2012JJ00";"       0";"       0";"       0";"      90";"      10";"       5";"       5";"       0";"      65";"      10";"       0";"      10";"       0";"       0";"       0";""
"1071";"NAT9447  ";"2013JJ00";"       0";"       0";"       0";"      95";"      10";"       5";"       5";"       0";"      65";"      15";"       5";"      10";"       0";"       0";"       0";""
"1072";"NAT9447  ";"2014JJ00";"       0";"       0";"       0";"      75";"      15";"      10";"       5";"       0";"      50";"      10";"       0";"      10";"       0";"       0";"       0";""
"1073";"NAT9447  ";"2015JJ00";"       0";"       0";"       0";"      90";"      15";"      10";"       5";"       0";"      60";"      10";"       0";"      10";"       0";"       0";"       5";""
"1074";"NAT9447  ";"2016JJ00";"       5";"       0";"       5";"      85";"      15";"       5";"       5";"       0";"      55";"      10";"       5";"       5";"       0";"       0";"       5";""
"1075";"NAT9447  ";"2017JJ00";"       5";"       5";"       0";"     105";"      20";"      10";"       0";"      10";"      65";"      20";"       5";"      15";"       0";"       0";"       5";""
"1076";"NAT9447  ";"2018JJ00";"       5";"       0";"       0";"      80";"      35";"      15";"      10";"      10";"      30";"      15";"       5";"      10";"       0";"       0";"       0";""
"1077";"NAT9447  ";"2019JJ00";"       0";"       0";"       0";"      80";"      40";"      20";"       5";"      15";"      20";"      15";"       5";"       5";"       5";"       0";"       0";""
"1078";"NAT9447  ";"2020JJ00";"       0";"       0";"       0";"      55";"      20";"       5";"      10";"      10";"      20";"       5";"       0";"       5";"       0";"       5";"       5";""
"1079";"NAT9448  ";"2008JJ00";"       0";"       0";"       0";"     895";"     680";"     450";"     180";"      50";"      75";"      95";"      20";"      30";"      50";"       0";"      40";""
"1080";"NAT9448  ";"2009JJ00";"       0";"       0";"       0";"     835";"     655";"     445";"     160";"      45";"      75";"      75";"      15";"      15";"      45";"       0";"      30";""
"1081";"NAT9448  ";"2010JJ00";"       0";"       0";"       0";"     760";"     610";"     445";"     125";"      45";"      65";"      60";"      10";"      15";"      35";"       0";"      25";""
"1082";"NAT9448  ";"2011JJ00";"       0";"       0";"       0";"     745";"     570";"     405";"     125";"      35";"      75";"      70";"      10";"      20";"      40";"       0";"      30";""
"1083";"NAT9448  ";"2012JJ00";"       0";"       0";"       0";"     680";"     435";"     280";"     120";"      35";"     135";"      75";"      20";"      30";"      20";"       0";"      40";""
"1084";"NAT9448  ";"2013JJ00";"       0";"       0";"       0";"     725";"     455";"     305";"     120";"      30";"     115";"      95";"      15";"      30";"      55";"       0";"      55";""
"1085";"NAT9448  ";"2014JJ00";"       0";"       0";"       0";"     595";"     370";"     265";"      90";"      15";"     100";"      70";"      10";"      25";"      35";"       0";"      50";""
"1086";"NAT9448  ";"2015JJ00";"       0";"       0";"       0";"     620";"     355";"     250";"     100";"       5";"     140";"      70";"      10";"      30";"      30";"       0";"      55";""
"1087";"NAT9448  ";"2016JJ00";"       0";"       0";"       0";"     690";"     410";"     300";"     105";"       5";"     155";"      55";"      15";"      15";"      25";"       0";"      70";""
"1088";"NAT9448  ";"2017JJ00";"       0";"       0";"       0";"     695";"     400";"     280";"     105";"      15";"     150";"      70";"      15";"      25";"      30";"       0";"      75";""
"1089";"NAT9448  ";"2018JJ00";"       5";"       0";"       0";"     755";"     435";"     295";"     100";"      40";"     160";"      90";"      15";"      20";"      55";"       0";"      70";""
"1090";"NAT9448  ";"2019JJ00";"       0";"       0";"       0";"     895";"     525";"     340";"     105";"      80";"     175";"      65";"      10";"      20";"      35";"       0";"     130";""
"1091";"NAT9448  ";"2020JJ00";"       0";"       0";"       0";"     565";"     350";"     255";"      70";"      25";"      70";"      55";"       5";"      20";"      30";"       0";"      95";""
"1092";"NAT9450  ";"2008JJ00";"      10";"       0";"       0";"     160";"      20";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"     135";""
"1093";"NAT9450  ";"2009JJ00";"       5";"       5";"       0";"      65";"      30";"      10";"      10";"      10";"       0";"       0";"       0";"       0";"       0";"       0";"      30";""
"1094";"NAT9450  ";"2010JJ00";"       5";"       0";"       5";"      30";"      15";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1095";"NAT9450  ";"2011JJ00";"       5";"       5";"       0";"      30";"      20";"      10";"      10";"       0";"       0";"       5";"       0";"       0";"       5";"       0";"       0";""
"1096";"NAT9450  ";"2012JJ00";"       5";"       0";"       5";"      30";"      25";"       5";"      15";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1097";"NAT9450  ";"2013JJ00";"       5";"       0";"       5";"      25";"      10";"       5";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"      10";""
"1098";"NAT9450  ";"2014JJ00";"       0";"       0";"       0";"      35";"      25";"      10";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1099";"NAT9450  ";"2015JJ00";"       5";"       0";"       0";"      15";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1100";"NAT9450  ";"2016JJ00";"       0";"       0";"       0";"      20";"      15";"      10";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1101";"NAT9450  ";"2017JJ00";"       0";"       0";"       0";"      20";"      15";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1102";"NAT9450  ";"2018JJ00";"       0";"       0";"       0";"      20";"      20";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";""
"1103";"NAT9450  ";"2019JJ00";"       0";"       0";"       0";"      20";"      10";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"1104";"NAT9450  ";"2020JJ00";"       0";"       0";"       0";"      15";"      15";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";""
"1105";"NAT9456  ";"2008JJ00";"       0";"       0";"       0";"     115";"      90";"      65";"      15";"      10";"       5";"      10";"       5";"       0";"       0";"       0";"      10";""
"1106";"NAT9456  ";"2009JJ00";"       5";"       0";"       0";"     120";"      95";"      60";"      10";"      30";"       0";"      15";"      10";"       0";"       5";"       0";"       5";""
"1107";"NAT9456  ";"2010JJ00";"       0";"       0";"       0";"     120";"     105";"      75";"      15";"      15";"       5";"       5";"       0";"       0";"       5";"       0";"       5";""
"1108";"NAT9456  ";"2011JJ00";"       0";"       0";"       0";"     120";"     105";"      80";"      15";"      10";"       0";"      15";"      10";"       0";"       5";"       0";"       5";""
"1109";"NAT9456  ";"2012JJ00";"       5";"       0";"       0";"     130";"     105";"      85";"       5";"      15";"       5";"      20";"      10";"       0";"      10";"       0";"       5";""
"1110";"NAT9456  ";"2013JJ00";"       0";"       0";"       0";"     160";"     125";"      90";"      25";"       5";"       5";"      20";"      10";"       5";"       5";"       0";"      15";""
"1111";"NAT9456  ";"2014JJ00";"       5";"       5";"       0";"     120";"      85";"      70";"      15";"       5";"      10";"      15";"      10";"       5";"       0";"       0";"      10";""
"1112";"NAT9456  ";"2015JJ00";"       5";"       0";"       5";"     160";"     110";"      85";"      20";"       5";"       5";"      20";"      15";"       5";"       0";"       0";"      20";""
"1113";"NAT9456  ";"2016JJ00";"       5";"       0";"       0";"     185";"     115";"      95";"      15";"       0";"      20";"      25";"      25";"       0";"       0";"       0";"      20";""
"1114";"NAT9456  ";"2017JJ00";"       5";"       0";"       5";"     210";"     120";"      90";"      25";"      10";"      30";"      35";"      30";"       5";"       0";"       0";"      20";""
"1115";"NAT9456  ";"2018JJ00";"       5";"       0";"       0";"     250";"     155";"     100";"      25";"      30";"      30";"      40";"      35";"       5";"       0";"       0";"      20";""
"1116";"NAT9456  ";"2019JJ00";"       5";"       5";"       0";"     295";"     170";"     100";"      20";"      50";"      20";"      75";"      35";"       5";"      35";"       5";"      25";""
"1117";"NAT9456  ";"2020JJ00";"       5";"       5";"       0";"     200";"     125";"      75";"      20";"      25";"      15";"      45";"      30";"       0";"      15";"       0";"      15";""
"1118";"NAT9458  ";"2008JJ00";"      25";"       0";"       0";"    5005";"    3405";"    1795";"    1265";"     345";"     540";"     470";"     340";"      30";"     100";"       0";"     590";""
"1119";"NAT9458  ";"2009JJ00";"      15";"      10";"       5";"    4555";"    3175";"    1590";"    1150";"     435";"     655";"     515";"     255";"      50";"     210";"       0";"     210";""
"1120";"NAT9458  ";"2010JJ00";"      25";"      15";"      10";"    4325";"    2805";"    1535";"     950";"     320";"     680";"     650";"     445";"      65";"     145";"       0";"     190";""
"1121";"NAT9458  ";"2011JJ00";"      20";"      15";"       5";"    3755";"    2555";"    1530";"     750";"     280";"     625";"     395";"     215";"      60";"     125";"       5";"     175";""
"1122";"NAT9458  ";"2012JJ00";"      35";"      20";"      15";"    3640";"    2540";"    1510";"     785";"     245";"     555";"     325";"     145";"      50";"     125";"       0";"     220";""
"1123";"NAT9458  ";"2013JJ00";"      35";"      10";"      25";"    4445";"    2905";"    1730";"    1035";"     140";"     710";"     390";"     185";"      80";"     120";"       0";"     440";""
"1124";"NAT9458  ";"2014JJ00";"      40";"      15";"      25";"    3900";"    2285";"    1410";"     820";"      55";"     590";"     415";"     220";"      90";"     110";"       0";"     610";""
"1125";"NAT9458  ";"2015JJ00";"      15";"      10";"       5";"    3755";"    2165";"    1385";"     740";"      35";"     695";"     480";"     295";"      85";"     100";"       0";"     415";""
"1126";"NAT9458  ";"2016JJ00";"      15";"       5";"      10";"    4010";"    2235";"    1410";"     795";"      35";"     800";"     650";"     465";"      90";"      95";"       0";"     325";""
"1127";"NAT9458  ";"2017JJ00";"     360";"     215";"     145";"    4895";"    2760";"    1680";"     985";"      95";"     885";"     990";"     740";"     130";"     125";"       0";"     265";""
"1128";"NAT9458  ";"2018JJ00";"     405";"     215";"     190";"    5260";"    2845";"    1685";"     985";"     180";"     940";"    1235";"    1015";"     115";"     105";"       0";"     235";""
"1129";"NAT9458  ";"2019JJ00";"    1050";"     670";"     380";"    5840";"    3190";"    1840";"    1055";"     295";"    1075";"    1310";"    1040";"     145";"     130";"       0";"     260";""
"1130";"NAT9458  ";"2020JJ00";"    1765";"    1175";"     590";"    4410";"    2635";"    1545";"     875";"     215";"     670";"     870";"     625";"     115";"     125";"       0";"     235";""
"1131";"NAT9460  ";"2008JJ00";"      20";"       0";"       0";"     145";"      20";"       5";"      10";"       5";"      75";"      30";"       5";"      20";"       5";"       0";"      20";""
"1132";"NAT9460  ";"2009JJ00";"      20";"       5";"      10";"     125";"      25";"       5";"      15";"       0";"      75";"      15";"       5";"      10";"       5";"       0";"      10";""
"1133";"NAT9460  ";"2010JJ00";"      50";"      30";"      20";"     105";"      25";"      10";"      15";"       0";"      40";"      25";"       0";"      20";"       0";"       0";"      15";""
"1134";"NAT9460  ";"2011JJ00";"      40";"      30";"      10";"     100";"      45";"      15";"      25";"       5";"      30";"      15";"       0";"      10";"       5";"      10";"       0";""
"1135";"NAT9460  ";"2012JJ00";"      45";"      35";"      10";"      85";"      30";"       5";"      15";"      10";"      40";"      15";"       0";"      10";"       0";"       5";"       0";""
"1136";"NAT9460  ";"2013JJ00";"     105";"      50";"      60";"     135";"      55";"      15";"      30";"       5";"      60";"      15";"       0";"      10";"       5";"       5";"       0";""
"1137";"NAT9460  ";"2014JJ00";"     155";"     115";"      40";"     115";"      45";"      20";"      15";"      10";"      45";"      10";"       0";"       5";"       5";"      10";"       5";""
"1138";"NAT9460  ";"2015JJ00";"     145";"      70";"      80";"      95";"      25";"      10";"      10";"       5";"      40";"      10";"       0";"      10";"       0";"      10";"       5";""
"1139";"NAT9460  ";"2016JJ00";"      95";"      65";"      25";"      90";"      30";"      15";"      10";"       5";"      30";"      10";"       0";"       5";"       5";"      15";"       5";""
"1140";"NAT9460  ";"2017JJ00";"      80";"      50";"      30";"     120";"      40";"      15";"      15";"      10";"      30";"      20";"       5";"      10";"       5";"      20";"       5";""
"1141";"NAT9460  ";"2018JJ00";"      90";"      35";"      55";"     160";"      55";"      10";"      25";"      15";"      40";"      15";"       0";"       5";"      10";"      50";"       5";""
"1142";"NAT9460  ";"2019JJ00";"      65";"      15";"      50";"     215";"      70";"      25";"      20";"      30";"      50";"      25";"       5";"      15";"       5";"      60";"      10";""
"1143";"NAT9460  ";"2020JJ00";"      50";"      20";"      30";"     140";"      65";"      15";"      30";"      20";"      35";"      10";"       5";"       5";"       0";"      25";"       5";""
"1144";"NAT9464  ";"2008JJ00";"       0";"       0";"       0";"     155";"     105";"      60";"      20";"      30";"       5";"      35";"      30";"       0";"       5";"       0";"      10";""
"1145";"NAT9464  ";"2009JJ00";"       0";"       0";"       0";"     135";"      80";"      35";"      15";"      30";"      10";"      35";"      25";"       0";"      10";"       0";"      10";""
"1146";"NAT9464  ";"2010JJ00";"       0";"       0";"       0";"     150";"      90";"      40";"      25";"      25";"      15";"      30";"      20";"       0";"      10";"       0";"      10";""
"1147";"NAT9464  ";"2011JJ00";"       0";"       0";"       0";"     150";"      90";"      45";"      20";"      20";"      20";"      35";"      25";"       0";"      10";"       0";"      10";""
"1148";"NAT9464  ";"2012JJ00";"       0";"       0";"       0";"     135";"      70";"      30";"      10";"      35";"      20";"      45";"      30";"       5";"       5";"       0";"       5";""
"1149";"NAT9464  ";"2013JJ00";"       0";"       0";"       0";"     165";"      95";"      45";"      40";"      10";"      20";"      35";"      35";"       5";"       0";"       0";"      15";""
"1150";"NAT9464  ";"2014JJ00";"       0";"       0";"       0";"     130";"      55";"      35";"      10";"       5";"      20";"      35";"      25";"       5";"       5";"       0";"      20";""
"1151";"NAT9464  ";"2015JJ00";"       0";"       0";"       0";"     140";"      65";"      30";"      25";"      10";"      15";"      30";"      20";"       5";"       5";"       0";"      30";""
"1152";"NAT9464  ";"2016JJ00";"       5";"       0";"       0";"     155";"      70";"      45";"      15";"      10";"      25";"      35";"      25";"       5";"       5";"       0";"      25";""
"1153";"NAT9464  ";"2017JJ00";"      10";"       5";"       5";"     205";"      90";"      50";"      15";"      30";"      20";"      45";"      30";"       0";"      10";"       5";"      45";""
"1154";"NAT9464  ";"2018JJ00";"      10";"      10";"       0";"     230";"     100";"      55";"      15";"      30";"      15";"      50";"      35";"       5";"      10";"       0";"      60";""
"1155";"NAT9464  ";"2019JJ00";"      25";"      15";"      10";"     285";"     125";"      55";"      40";"      30";"      20";"      50";"      50";"       0";"       0";"       5";"      85";""
"1156";"NAT9464  ";"2020JJ00";"      25";"      20";"      10";"     175";"      80";"      35";"      15";"      25";"      10";"      25";"      20";"       0";"       5";"       5";"      60";""
"1157";"NAT9466  ";"2008JJ00";"       0";"       0";"       0";"     425";"     175";"     130";"      40";"       5";"     155";"      55";"      20";"      15";"      20";"       0";"      45";""
"1158";"NAT9466  ";"2009JJ00";"       5";"       5";"       0";"     415";"     170";"     115";"      50";"       5";"     165";"      65";"      15";"      25";"      25";"       0";"      10";""
"1159";"NAT9466  ";"2010JJ00";"      10";"       0";"      10";"     400";"     160";"     115";"      40";"       5";"     170";"      65";"      15";"      25";"      25";"       0";"       5";""
"1160";"NAT9466  ";"2011JJ00";"       0";"       0";"       0";"     520";"     205";"     150";"      50";"      10";"     185";"     120";"      15";"      25";"      80";"       0";"       5";""
"1161";"NAT9466  ";"2012JJ00";"       0";"       0";"       0";"     390";"     185";"     110";"      60";"      10";"     155";"      50";"       5";"      15";"      30";"       0";"       0";""
"1162";"NAT9466  ";"2013JJ00";"       0";"       0";"       0";"     430";"     160";"      95";"      50";"      15";"     180";"      80";"      10";"      35";"      35";"       0";"       5";""
"1163";"NAT9466  ";"2014JJ00";"       0";"       0";"       0";"     465";"     160";"     115";"      45";"       0";"     235";"      60";"      10";"      25";"      25";"       0";"      10";""
"1164";"NAT9466  ";"2015JJ00";"       5";"       5";"       0";"     525";"     170";"     115";"      55";"       0";"     255";"      85";"      15";"      30";"      40";"       0";"      15";""
"1165";"NAT9466  ";"2016JJ00";"       0";"       0";"       0";"     770";"     245";"     170";"      70";"       5";"     405";"      90";"      30";"      30";"      30";"       0";"      30";""
"1166";"NAT9466  ";"2017JJ00";"       0";"       0";"       0";"     910";"     225";"     140";"      75";"      10";"     550";"     110";"      20";"      35";"      55";"       0";"      20";""
"1167";"NAT9466  ";"2018JJ00";"       0";"       0";"       0";"     935";"     250";"     140";"      90";"      20";"     565";"     100";"      40";"      25";"      40";"       0";"      20";""
"1168";"NAT9466  ";"2019JJ00";"       0";"       0";"       0";"    1135";"     290";"     170";"      90";"      30";"     695";"     110";"      35";"      25";"      50";"       0";"      35";""
"1169";"NAT9466  ";"2020JJ00";"       0";"       0";"       0";"     680";"     210";"     125";"      65";"      20";"     370";"      75";"      15";"      20";"      40";"       5";"      20";""
"1170";"NAT9467  ";"2008JJ00";"      10";"       0";"       0";"     155";"      85";"      55";"      25";"      10";"      20";"      40";"      30";"       0";"      10";"       0";"      15";""
"1171";"NAT9467  ";"2009JJ00";"       5";"       0";"       0";"     120";"      75";"      45";"      20";"      10";"      15";"      25";"      15";"       0";"       5";"       0";"       5";""
"1172";"NAT9467  ";"2010JJ00";"      15";"       5";"       5";"     110";"      65";"      40";"      15";"      10";"      15";"      25";"      20";"       0";"       5";"       0";"       5";""
"1173";"NAT9467  ";"2011JJ00";"      15";"      15";"       0";"     125";"      75";"      50";"      25";"       5";"      20";"      25";"      20";"       0";"       5";"       0";"       5";""
"1174";"NAT9467  ";"2012JJ00";"       5";"       5";"       0";"     120";"      65";"      40";"      15";"      15";"      25";"      25";"      15";"       5";"       0";"       0";"       5";""
"1175";"NAT9467  ";"2013JJ00";"       5";"       0";"       0";"     155";"      85";"      40";"      30";"      10";"      30";"      35";"      25";"       5";"       0";"       0";"      10";""
"1176";"NAT9467  ";"2014JJ00";"       5";"       5";"       0";"     165";"      80";"      60";"      20";"       5";"      35";"      40";"      30";"       0";"       5";"       0";"      10";""
"1177";"NAT9467  ";"2015JJ00";"       5";"       5";"       0";"     155";"      75";"      45";"      25";"       5";"      30";"      40";"      30";"       5";"       5";"       0";"      15";""
"1178";"NAT9467  ";"2016JJ00";"       0";"       0";"       0";"     220";"     115";"      65";"      40";"       5";"      30";"      55";"      50";"       0";"       5";"       0";"      20";""
"1179";"NAT9467  ";"2017JJ00";"       5";"       5";"       0";"     210";"     100";"      75";"      20";"       5";"      30";"      60";"      55";"       0";"       5";"       0";"      20";""
"1180";"NAT9467  ";"2018JJ00";"       5";"       5";"       0";"     260";"     125";"      85";"      35";"       5";"      35";"      75";"      70";"       5";"       0";"       0";"      20";""
"1181";"NAT9467  ";"2019JJ00";"       5";"       0";"       5";"     295";"     140";"      90";"      40";"      10";"      35";"      85";"      80";"       5";"       0";"       0";"      30";""
"1182";"NAT9467  ";"2020JJ00";"       5";"       5";"       0";"     265";"     125";"      75";"      50";"       5";"      40";"      80";"      75";"       0";"       0";"       0";"      15";""
"1183";"NAT9468  ";"2008JJ00";"       0";"       0";"       0";"      45";"       5";"       0";"       5";"       0";"      35";"       0";"       0";"       0";"       0";"       0";"       0";""
"1184";"NAT9468  ";"2009JJ00";"       0";"       0";"       0";"      45";"       5";"       0";"       5";"       0";"      35";"       0";"       0";"       0";"       0";"       0";"       0";""
"1185";"NAT9468  ";"2010JJ00";"       0";"       0";"       0";"      65";"       5";"       0";"       0";"       5";"      50";"       5";"       0";"       0";"       5";"       0";"       5";""
"1186";"NAT9468  ";"2011JJ00";"       0";"       0";"       0";"      50";"      10";"      10";"       0";"       0";"      35";"       5";"       0";"       0";"       0";"       0";"       0";""
"1187";"NAT9468  ";"2012JJ00";"       0";"       0";"       0";"      50";"      10";"       5";"       0";"       0";"      35";"       5";"       0";"       5";"       0";"       0";"       0";""
"1188";"NAT9468  ";"2013JJ00";"       0";"       0";"       0";"      50";"      15";"       5";"       5";"       0";"      35";"       5";"       0";"       0";"       0";"       0";"       0";""
"1189";"NAT9468  ";"2014JJ00";"       5";"       5";"       0";"      35";"      15";"       5";"      10";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"       0";""
"1190";"NAT9468  ";"2015JJ00";"       0";"       0";"       0";"      50";"      10";"       5";"       5";"       0";"      30";"       5";"       0";"       5";"       0";"       0";"       0";""
"1191";"NAT9468  ";"2016JJ00";"       0";"       0";"       0";"      35";"      10";"       5";"       5";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"       5";""
"1192";"NAT9468  ";"2017JJ00";"       5";"       5";"       0";"      30";"      10";"       5";"       5";"       0";"      10";"       5";"       5";"       0";"       0";"       0";"       5";""
"1193";"NAT9468  ";"2018JJ00";"       0";"       0";"       0";"      45";"      15";"      10";"       5";"       5";"      20";"       5";"       0";"       5";"       0";"       0";"       5";""
"1194";"NAT9468  ";"2019JJ00";"       0";"       0";"       0";"      65";"      20";"       5";"       5";"       5";"      30";"      10";"       5";"      10";"       0";"       0";"       0";""
"1195";"NAT9468  ";"2020JJ00";"       0";"       0";"       0";"      45";"      10";"       5";"       5";"       0";"      25";"      10";"       0";"       5";"       0";"       0";"       0";""
"1196";"NAT9469  ";"2008JJ00";"       5";"       0";"       0";"     115";"      20";"       5";"      10";"       5";"      70";"      20";"      10";"      10";"       0";"       0";"      10";""
"1197";"NAT9469  ";"2009JJ00";"       5";"       5";"       0";"     135";"      30";"      10";"      15";"       5";"      85";"      15";"       5";"      10";"       5";"       0";"       0";""
"1198";"NAT9469  ";"2010JJ00";"       5";"       0";"       5";"     105";"      15";"       5";"       5";"       0";"      70";"      15";"       5";"      10";"       5";"       0";"       5";""
