Nationality;Periods;TotalResidencePermitsAsylum_1;RefugeeStatusBeneficiaryStatus_2;HumanitarianReasons_3;TotalOrdinaryResidencePermit_4;TotalFamilyReunificationFormation_5;HusbandWife_6;ChildUnder18_7;OtherFamilyReunification_8;Study_9;TotalLabour_10;HighlySkilledMigrantBlueCardHolder_11;Researcher_12;OtherLabour_13;VictimOfHumanTrade_14;OtherOrdinary_15;SinglePermitGVVA_16
NAT9410  ;2019JJ00;155;80;80;995;475;235;175;65;195;200;90;55;60;5;120;
NAT9410  ;2020JJ00;310;195;115;685;350;175;145;25;115;135;50;40;45;0;85;
NAT9414  ;2008JJ00;0;0;0;350;140;100;20;20;50;145;15;5;125;0;10;
NAT9414  ;2009JJ00;0;0;0;265;125;90;15;20;55;75;10;5;60;0;10;
NAT9414  ;2010JJ00;5;0;5;275;140;100;15;20;80;50;10;5;35;0;5;
NAT9414  ;2011JJ00;0;0;0;245;125;95;15;20;70;45;5;0;40;0;10;
NAT9414  ;2012JJ00;0;0;0;195;70;45;5;20;70;50;10;5;35;0;5;
NAT9414  ;2013JJ00;0;0;0;230;100;55;25;20;70;45;10;10;30;0;10;
NAT9414  ;2014JJ00;0;0;0;185;65;45;10;10;75;30;10;5;20;0;10;
NAT9414  ;2015JJ00;0;0;0;200;60;45;10;5;90;20;10;5;5;0;25;
NAT9414  ;2016JJ00;0;0;0;205;60;45;10;0;90;25;10;5;10;0;30;
NAT9414  ;2017JJ00;0;0;0;250;70;50;10;10;120;35;15;5;15;0;25;
NAT9414  ;2018JJ00;0;0;0;360;130;95;20;20;145;50;30;5;10;0;35;
NAT9414  ;2019JJ00;0;0;0;340;105;65;20;20;140;50;35;10;10;0;45;
NAT9414  ;2020JJ00;0;0;0;215;85;55;15;20;65;30;15;5;5;0;35;
NAT9418  ;2008JJ00;40;0;0;1245;520;290;140;90;250;280;185;10;90;0;190;
NAT9418  ;2009JJ00;25;15;10;1065;505;290;140;80;240;260;150;30;80;0;55;
NAT9418  ;2010JJ00;15;5;10;1075;495;285;145;65;285;255;155;40;60;0;35;
NAT9418  ;2011JJ00;25;15;10;1240;580;340;165;75;370;255;180;30;50;5;30;
NAT9418  ;2012JJ00;35;15;20;1340;655;350;185;125;345;320;225;35;65;0;15;
NAT9418  ;2013JJ00;35;15;20;1715;795;410;295;85;460;390;275;55;55;0;70;
NAT9418  ;2014JJ00;55;25;30;1540;645;410;220;20;450;385;305;50;30;0;55;
NAT9418  ;2015JJ00;50;35;15;1740;690;430;245;15;475;465;375;60;25;0;105;
NAT9418  ;2016JJ00;40;25;15;1965;835;530;285;20;465;525;445;50;35;0;135;
NAT9418  ;2017JJ00;35;20;15;2180;900;525;345;30;530;585;500;45;40;0;160;
NAT9418  ;2018JJ00;70;45;20;2385;1000;600;355;45;545;675;575;50;45;0;165;
NAT9418  ;2019JJ00;60;45;15;2615;1045;610;385;50;685;675;560;55;60;0;210;
NAT9418  ;2020JJ00;95;75;20;2040;855;500;305;45;515;510;395;60;50;0;165;
NAT9419  ;2008JJ00;15;0;0;100;5;5;0;0;40;5;0;5;0;0;50;
NAT9419  ;2009JJ00;20;5;10;90;10;5;5;0;70;5;0;5;0;0;5;
NAT9419  ;2010JJ00;10;0;10;95;5;5;5;0;75;10;0;10;0;0;5;
NAT9419  ;2011JJ00;10;5;5;55;10;0;5;0;35;10;0;10;0;0;0;
NAT9419  ;2012JJ00;5;5;0;75;10;5;5;0;55;10;0;5;0;0;0;
NAT9419  ;2013JJ00;5;0;5;65;5;5;5;0;50;10;0;10;0;0;0;
NAT9419  ;2014JJ00;10;0;10;65;5;0;0;0;50;10;0;5;0;0;0;
NAT9419  ;2015JJ00;5;0;0;45;15;10;5;5;20;5;0;5;0;0;0;
NAT9419  ;2016JJ00;5;5;0;45;10;5;5;0;25;5;0;5;0;0;5;
NAT9419  ;2017JJ00;0;0;0;60;15;5;5;5;35;10;5;5;0;0;0;
NAT9419  ;2018JJ00;5;0;0;55;15;5;10;0;30;5;0;5;0;0;0;
NAT9419  ;2019JJ00;5;0;5;75;20;10;10;5;35;15;5;5;5;0;5;
NAT9419  ;2020JJ00;0;0;0;55;15;5;10;5;30;5;5;0;0;0;0;
NAT9422  ;2008JJ00;0;0;0;10;5;5;0;0;5;0;0;0;0;0;0;
NAT9422  ;2009JJ00;5;0;5;5;0;0;0;0;5;0;0;0;0;0;0;
NAT9422  ;2010JJ00;0;0;0;10;5;5;0;0;5;0;0;0;0;0;0;
NAT9422  ;2011JJ00;0;0;0;10;5;5;0;0;5;0;0;0;0;0;0;
NAT9422  ;2012JJ00;0;0;0;15;10;5;0;5;5;0;0;0;0;0;0;
NAT9422  ;2013JJ00;0;0;0;15;5;5;0;0;5;5;5;0;0;0;0;
NAT9422  ;2014JJ00;0;0;0;15;0;0;0;0;10;5;0;0;5;0;0;
NAT9422  ;2015JJ00;0;0;0;20;5;5;0;0;15;0;0;0;0;0;0;
NAT9422  ;2016JJ00;0;0;0;15;5;5;0;0;10;5;5;0;0;0;0;
NAT9422  ;2017JJ00;10;5;5;20;5;5;0;0;5;5;5;0;0;0;0;
NAT9422  ;2018JJ00;15;10;5;30;10;10;5;0;10;5;5;0;0;0;5;
NAT9422  ;2019JJ00;0;0;0;30;10;5;0;5;10;5;0;0;5;0;5;
NAT9422  ;2020JJ00;0;0;0;20;15;5;5;0;5;5;5;0;0;0;0;
NAT9425  ;2008JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2009JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2010JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2011JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2012JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2013JJ00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
NAT9425  ;2014JJ00;5;0;0;170;85;25;60;0;35;50;40;10;0;0;0;
NAT9425  ;2015JJ00;0;0;0;155;75;30;45;0;40;45;30;10;0;0;0;
NAT9425  ;2016JJ00;0;0;0;205;100;35;60;0;70;35;15;20;0;0;0;
NAT9425  ;2017JJ00;5;0;0;180;100;30;70;0;45;40;20;15;0;0;0;
NAT9425  ;2018JJ00;5;5;5;135;45;15;25;0;60;30;15;15;0;0;0;
NAT9425  ;2019JJ00;10;5;5;185;90;35;50;0;50;45;35;5;0;0;0;
NAT9425  ;2020JJ00;5;5;0;95;60;15;40;0;20;15;10;5;0;0;0;
NAT9428  ;2008JJ00;10;0;0;605;205;130;35;35;45;80;55;0;20;0;280;
NAT9428  ;2009JJ00;5;0;0;335;160;90;30;35;50;75;45;5;20;0;55;
NAT9428  ;2010JJ00;5;5;0;280;150;85;35;30;40;65;35;10;20;0;25;
NAT9428  ;2011JJ00;0;0;0;290;150;95;35;20;50;70;40;20;10;0;25;
NAT9428  ;2012JJ00;5;0;5;360;180;95;55;30;65;85;50;15;20;0;25;
NAT9428  ;2013JJ00;5;0;5;395;190;95;60;35;60;90;45;20;25;0;55;
NAT9428  ;2014JJ00;0;0;0;315;145;95;50;5;45;80;50;20;10;0;40;
NAT9428  ;2015JJ00;5;0;0;365;160;90;65;5;65;100;70;25;5;0;40;
NAT9428  ;2016JJ00;0;0;0;415;160;95;55;15;75;120;80;25;10;0;55;
NAT9428  ;2017JJ00;0;0;0;410;170;90;60;20;70;115;90;15;10;0;50;
NAT9428  ;2018JJ00;0;0;0;455;200;100;60;40;70;130;95;25;10;0;55;
NAT9428  ;2019JJ00;0;0;0;530;245;120;85;45;80;125;90;20;15;0;75;
NAT9428  ;2020JJ00;0;0;0;420;205;100;80;25;50;90;65;15;10;0;70;
NAT9431  ;2008JJ00;90;0;0;615;55;15;35;5;0;0;0;0;0;0;560;
NAT9431  ;2009JJ00;110;70;40;290;85;15;60;10;0;0;0;0;0;0;200;
NAT9431  ;2010JJ00;70;50;25;105;45;15;20;15;5;0;0;0;0;0;55;
NAT9431  ;2011JJ00;55;40;10;90;35;5;20;10;0;0;0;0;0;40;15;
NAT9431  ;2012JJ00;40;30;10;115;50;5;35;10;0;0;0;0;0;50;15;
NAT9431  ;2013JJ00;45;20;25;120;75;5;35;30;5;0;0;0;0;20;20;
NAT9431  ;2014JJ00;70;50;25;105;55;10;30;15;5;0;0;0;0;10;35;
NAT9431  ;2015JJ00;65;35;35;95;50;5;30;15;0;0;0;0;0;10;30;
NAT9431  ;2016JJ00;55;30;25;90;40;5;20;15;5;0;0;0;0;5;40;
NAT9431  ;2017JJ00;65;25;40;95;70;5;35;30;0;0;0;0;0;5;20;
NAT9431  ;2018JJ00;25;15;5;125;60;5;25;25;10;0;0;0;0;25;30;
NAT9431  ;2019JJ00;25;15;10;125;75;5;40;25;10;0;0;0;0;15;25;
NAT9431  ;2020JJ00;10;10;0;100;55;5;25;20;25;0;0;0;0;10;15;
NAT9432  ;2008JJ00;0;0;0;180;50;25;10;10;90;40;35;0;5;0;5;
NAT9432  ;2009JJ00;0;0;0;180;30;15;5;10;115;35;25;5;5;0;0;
NAT9432  ;2010JJ00;0;0;0;280;40;25;15;5;195;40;35;5;0;0;5;
NAT9432  ;2011JJ00;0;0;0;270;45;25;15;5;185;35;30;0;5;0;0;
NAT9432  ;2012JJ00;0;0;0;300;50;25;20;5;210;40;35;0;5;0;0;
NAT9432  ;2013JJ00;0;0;0;420;50;25;20;0;315;55;45;5;10;0;0;
NAT9432  ;2014JJ00;0;0;0;390;45;30;15;0;285;55;45;5;5;0;5;
NAT9432  ;2015JJ00;0;0;0;455;55;30;20;5;330;50;40;5;0;0;15;
NAT9432  ;2016JJ00;0;0;0;490;75;45;25;0;360;45;40;0;5;0;5;
NAT9432  ;2017JJ00;0;0;0;510;50;30;15;5;385;75;65;5;5;0;5;
NAT9432  ;2018JJ00;0;0;0;495;40;20;10;5;380;65;50;5;5;0;10;
NAT9432  ;2019JJ00;0;0;0;635;60;40;10;10;490;70;60;10;5;0;15;
NAT9432  ;2020JJ00;0;0;0;150;50;30;15;5;55;40;30;5;5;0;10;
NAT9437  ;2008JJ00;35;0;0;775;45;25;20;0;5;5;0;0;0;0;720;
NAT9437  ;2009JJ00;45;30;15;255;55;35;15;0;10;5;0;0;5;0;185;
NAT9437  ;2010JJ00;65;55;10;90;50;30;20;0;10;5;0;5;0;0;25;
NAT9437  ;2011JJ00;120;100;25;95;60;40;20;0;15;10;0;5;0;0;10;
NAT9437  ;2012JJ00;70;60;10;90;60;25;30;5;15;15;5;0;5;0;0;
NAT9437  ;2013JJ00;85;50;30;85;55;25;25;5;15;10;5;5;0;0;5;
NAT9437  ;2014JJ00;80;45;40;90;65;30;35;5;15;0;0;0;0;0;10;
NAT9437  ;2015JJ00;140;120;15;70;40;10;25;5;20;5;5;0;0;0;5;
NAT9437  ;2016JJ00;155;115;35;55;40;20;15;0;10;0;0;0;0;0;5;
NAT9437  ;2017JJ00;150;100;50;80;50;15;30;5;20;5;5;0;0;0;5;
NAT9437  ;2018JJ00;210;120;90;120;90;25;40;25;15;5;5;5;0;0;0;
NAT9437  ;2019JJ00;140;80;60;135;85;25;45;20;15;15;5;5;5;0;15;
NAT9437  ;2020JJ00;135;60;70;120;80;30;40;10;25;5;0;5;5;0;10;
NAT9438  ;2008JJ00;1515;0;0;490;35;5;25;0;0;0;0;0;0;0;450;
NAT9438  ;2009JJ00;3875;1575;2305;100;60;15;35;10;0;0;0;0;0;0;40;
NAT9438  ;2010JJ00;3585;1900;1680;50;40;10;20;10;0;0;0;0;0;0;10;
NAT9438  ;2011JJ00;2360;1765;595;45;35;15;20;5;0;0;0;0;0;0;10;
NAT9438  ;2012JJ00;1060;860;200;35;30;5;15;10;0;0;0;0;0;0;5;
NAT9438  ;2013JJ00;2730;170;2555;180;165;20;60;85;0;0;0;0;0;0;10;
NAT9438  ;2014JJ00;1345;160;1185;165;150;10;85;55;0;0;0;0;0;0;15;
NAT9438  ;2015JJ00;545;105;435;170;160;10;100;50;5;0;0;0;0;0;5;
NAT9438  ;2016JJ00;385;120;265;140;130;10;85;35;0;0;0;0;0;0;10;
NAT9438  ;2017JJ00;230;110;125;140;125;10;50;65;5;0;0;0;0;0;10;
NAT9438  ;2018JJ00;255;65;190;195;180;15;75;90;5;0;0;0;0;0;10;
NAT9438  ;2019JJ00;100;40;60;205;135;10;55;70;5;5;5;0;0;0;65;
NAT9438  ;2020JJ00;90;55;35;105;95;20;35;40;5;0;0;0;0;0;10;
NAT9441  ;2008JJ00;60;0;0;220;75;55;10;10;40;20;15;5;5;0;85;
NAT9441  ;2009JJ00;80;40;45;125;65;50;15;5;40;10;5;0;5;0;10;
NAT9441  ;2010JJ00;80;70;10;120;70;50;15;5;35;10;5;0;5;0;5;
NAT9441  ;2011JJ00;140;85;50;135;85;65;20;0;25;15;5;5;5;0;5;
NAT9441  ;2012JJ00;90;40;50;130;80;55;25;5;15;30;5;5;20;0;5;
NAT9441  ;2013JJ00;105;40;65;150;105;60;35;10;30;5;0;0;0;0;10;
NAT9441  ;2014JJ00;80;35;40;110;75;55;15;5;25;5;5;5;0;0;5;
NAT9441  ;2015JJ00;60;25;35;125;75;45;30;0;30;10;5;0;0;0;5;
NAT9441  ;2016JJ00;25;10;15;140;90;60;25;5;35;10;5;5;0;0;5;
NAT9441  ;2017JJ00;20;10;5;125;80;60;20;5;30;10;10;0;0;0;5;
NAT9441  ;2018JJ00;25;10;15;160;90;55;30;5;40;25;15;5;5;0;10;
NAT9441  ;2019JJ00;5;0;5;205;110;65;30;10;50;35;30;0;5;0;10;
NAT9441  ;2020JJ00;20;15;5;125;70;45;20;5;35;15;10;5;0;0;5;
NAT9442  ;2008JJ00;0;0;0;1460;1210;710;465;35;150;40;20;0;20;0;55;
NAT9442  ;2009JJ00;0;0;0;1285;1045;665;340;35;140;50;15;5;25;0;50;
NAT9442  ;2010JJ00;0;0;0;1105;870;550;265;50;145;45;15;10;20;0;50;
NAT9442  ;2011JJ00;0;0;0;960;800;550;220;30;115;25;5;5;15;0;20;
NAT9442  ;2012JJ00;0;0;0;855;670;450;175;45;135;25;10;0;10;10;15;
NAT9442  ;2013JJ00;0;0;0;825;680;440;195;45;105;20;15;0;5;0;15;
NAT9442  ;2014JJ00;0;0;0;755;600;380;165;55;100;15;10;0;5;0;35;
NAT9442  ;2015JJ00;0;0;0;670;470;300;120;50;125;15;5;0;10;0;55;
NAT9442  ;2016JJ00;0;0;0;700;470;315;130;30;155;20;10;5;5;0;50;
NAT9442  ;2017JJ00;0;0;0;1030;770;465;175;130;190;20;10;0;5;0;45;
NAT9442  ;2018JJ00;0;0;0;1230;940;530;225;185;205;45;20;5;20;0;40;
NAT9442  ;2019JJ00;0;0;0;1450;1105;530;235;340;250;45;25;5;15;0;50;
NAT9442  ;2020JJ00;0;0;0;1090;865;430;205;230;160;25;15;0;10;0;35;
NAT9444  ;2008JJ00;15;0;0;265;65;50;10;5;5;5;5;0;0;0;190;
NAT9444  ;2009JJ00;25;20;5;125;80;65;5;10;5;5;0;0;0;0;35;
NAT9444  ;2010JJ00;95;35;65;110;85;70;5;10;5;5;5;0;0;0;10;
NAT9444  ;2011JJ00;25;15;10;90;70;55;5;10;10;5;0;0;0;0;5;
NAT9444  ;2012JJ00;610;595;15;85;65;50;10;10;5;10;10;0;0;0;0;
NAT9444  ;2013JJ00;2070;1705;365;95;70;30;25;10;15;10;5;0;0;0;0;
NAT9444  ;2014JJ00;8265;5390;2875;205;180;35;50;95;15;10;5;0;0;0;5;
NAT9444  ;2015JJ00;17000;8100;8905;665;615;45;250;320;25;15;10;5;0;0;10;
NAT9444  ;2016JJ00;22080;13680;8400;1530;1485;30;910;545;20;20;15;0;5;0;5;
NAT9444  ;2017JJ00;13660;5050;8610;3360;3315;30;1320;1960;25;15;10;0;0;0;10;
NAT9444  ;2018JJ00;4555;2400;2155;2750;2705;75;1920;705;25;15;10;0;0;0;5;
NAT9444  ;2019JJ00;4630;3250;1380;2235;2135;135;1685;315;25;25;20;5;5;0;45;
NAT9444  ;2020JJ00;6155;4620;1535;1880;1825;140;1400;290;20;20;10;0;10;0;10;
NAT9446  ;2008JJ00;0;0;0;480;145;50;85;10;190;135;85;10;40;0;10;
NAT9446  ;2009JJ00;0;0;0;430;140;55;75;5;165;120;70;20;30;0;5;
NAT9446  ;2010JJ00;20;0;20;455;135;60;70;5;195;115;60;15;40;0;5;
NAT9446  ;2011JJ00;0;0;0;485;150;80;60;5;200;135;65;15;50;0;5;
NAT9446  ;2012JJ00;0;0;0;370;95;35;50;10;180;85;50;10;25;0;5;
NAT9446  ;2013JJ00;0;0;0;505;120;55;65;5;240;135;75;30;30;0;10;
NAT9446  ;2014JJ00;0;0;0;465;105;50;55;0;265;85;60;15;10;0;5;
NAT9446  ;2015JJ00;0;0;0;565;135;70;60;5;310;105;75;15;15;0;15;
NAT9446  ;2016JJ00;0;0;0;720;165;85;80;0;390;140;100;25;15;0;20;
NAT9446  ;2017JJ00;0;0;0;785;160;80;75;5;425;180;125;20;30;0;20;
NAT9446  ;2018JJ00;0;0;0;920;170;85;80;0;565;160;125;15;20;0;25;
NAT9446  ;2019JJ00;0;0;0;1020;180;95;70;15;620;200;120;30;55;0;20;
NAT9446  ;2020JJ00;0;0;0;620;145;80;60;5;265;120;80;20;20;0;90;
NAT9447  ;2008JJ00;0;0;0;125;10;5;5;0;90;15;5;10;5;0;5;
NAT9447  ;2009JJ00;0;0;0;150;5;5;0;0;120;25;0;25;5;0;0;
NAT9447  ;2010JJ00;0;0;0;105;10;5;5;0;80;10;0;5;0;0;0;
NAT9447  ;2011JJ00;0;0;0;85;5;5;0;0;60;15;5;15;0;5;0;
NAT9447  ;2012JJ00;0;0;0;90;10;5;5;0;65;10;0;10;0;0;0;
NAT9447  ;2013JJ00;0;0;0;95;10;5;5;0;65;15;5;10;0;0;0;
NAT9447  ;2014JJ00;0;0;0;75;15;10;5;0;50;10;0;10;0;0;0;
NAT9447  ;2015JJ00;0;0;0;90;15;10;5;0;60;10;0;10;0;0;5;
NAT9447  ;2016JJ00;5;0;5;85;15;5;5;0;55;10;5;5;0;0;5;
NAT9447  ;2017JJ00;5;5;0;105;20;10;0;10;65;20;5;15;0;0;5;
NAT9447  ;2018JJ00;5;0;0;80;35;15;10;10;30;15;5;10;0;0;0;
NAT9447  ;2019JJ00;0;0;0;80;40;20;5;15;20;15;5;5;5;0;0;
NAT9447  ;2020JJ00;0;0;0;55;20;5;10;10;20;5;0;5;0;5;5;
NAT9448  ;2008JJ00;0;0;0;895;680;450;180;50;75;95;20;30;50;0;40;
NAT9448  ;2009JJ00;0;0;0;835;655;445;160;45;75;75;15;15;45;0;30;
NAT9448  ;2010JJ00;0;0;0;760;610;445;125;45;65;60;10;15;35;0;25;
NAT9448  ;2011JJ00;0;0;0;745;570;405;125;35;75;70;10;20;40;0;30;
NAT9448  ;2012JJ00;0;0;0;680;435;280;120;35;135;75;20;30;20;0;40;
NAT9448  ;2013JJ00;0;0;0;725;455;305;120;30;115;95;15;30;55;0;55;
NAT9448  ;2014JJ00;0;0;0;595;370;265;90;15;100;70;10;25;35;0;50;
NAT9448  ;2015JJ00;0;0;0;620;355;250;100;5;140;70;10;30;30;0;55;
NAT9448  ;2016JJ00;0;0;0;690;410;300;105;5;155;55;15;15;25;0;70;
NAT9448  ;2017JJ00;0;0;0;695;400;280;105;15;150;70;15;25;30;0;75;
NAT9448  ;2018JJ00;5;0;0;755;435;295;100;40;160;90;15;20;55;0;70;
NAT9448  ;2019JJ00;0;0;0;895;525;340;105;80;175;65;10;20;35;0;130;
NAT9448  ;2020JJ00;0;0;0;565;350;255;70;25;70;55;5;20;30;0;95;
NAT9450  ;2008JJ00;10;0;0;160;20;10;5;5;0;0;0;0;0;0;135;
NAT9450  ;2009JJ00;5;5;0;65;30;10;10;10;0;0;0;0;0;0;30;
NAT9450  ;2010JJ00;5;0;5;30;15;5;5;5;0;0;0;0;0;0;10;
NAT9450  ;2011JJ00;5;5;0;30;20;10;10;0;0;5;0;0;5;0;0;
NAT9450  ;2012JJ00;5;0;5;30;25;5;15;0;0;0;0;0;0;0;5;
NAT9450  ;2013JJ00;5;0;5;25;10;5;5;0;0;5;0;0;0;0;10;
NAT9450  ;2014JJ00;0;0;0;35;25;10;10;5;0;0;0;0;0;0;10;
NAT9450  ;2015JJ00;5;0;0;15;5;0;5;0;0;0;0;0;0;0;5;
NAT9450  ;2016JJ00;0;0;0;20;15;10;5;0;0;0;0;0;0;0;5;
NAT9450  ;2017JJ00;0;0;0;20;15;5;5;0;0;0;0;0;0;0;5;
NAT9450  ;2018JJ00;0;0;0;20;20;10;5;5;0;0;0;0;0;0;0;
NAT9450  ;2019JJ00;0;0;0;20;10;5;0;5;0;0;0;0;0;0;10;
NAT9450  ;2020JJ00;0;0;0;15;15;5;5;0;0;0;0;0;0;0;5;
NAT9456  ;2008JJ00;0;0;0;115;90;65;15;10;5;10;5;0;0;0;10;
NAT9456  ;2009JJ00;5;0;0;120;95;60;10;30;0;15;10;0;5;0;5;
NAT9456  ;2010JJ00;0;0;0;120;105;75;15;15;5;5;0;0;5;0;5;
NAT9456  ;2011JJ00;0;0;0;120;105;80;15;10;0;15;10;0;5;0;5;
NAT9456  ;2012JJ00;5;0;0;130;105;85;5;15;5;20;10;0;10;0;5;
NAT9456  ;2013JJ00;0;0;0;160;125;90;25;5;5;20;10;5;5;0;15;
NAT9456  ;2014JJ00;5;5;0;120;85;70;15;5;10;15;10;5;0;0;10;
NAT9456  ;2015JJ00;5;0;5;160;110;85;20;5;5;20;15;5;0;0;20;
NAT9456  ;2016JJ00;5;0;0;185;115;95;15;0;20;25;25;0;0;0;20;
NAT9456  ;2017JJ00;5;0;5;210;120;90;25;10;30;35;30;5;0;0;20;
NAT9456  ;2018JJ00;5;0;0;250;155;100;25;30;30;40;35;5;0;0;20;
NAT9456  ;2019JJ00;5;5;0;295;170;100;20;50;20;75;35;5;35;5;25;
NAT9456  ;2020JJ00;5;5;0;200;125;75;20;25;15;45;30;0;15;0;15;
NAT9458  ;2008JJ00;25;0;0;5005;3405;1795;1265;345;540;470;340;30;100;0;590;
NAT9458  ;2009JJ00;15;10;5;4555;3175;1590;1150;435;655;515;255;50;210;0;210;
NAT9458  ;2010JJ00;25;15;10;4325;2805;1535;950;320;680;650;445;65;145;0;190;
NAT9458  ;2011JJ00;20;15;5;3755;2555;1530;750;280;625;395;215;60;125;5;175;
NAT9458  ;2012JJ00;35;20;15;3640;2540;1510;785;245;555;325;145;50;125;0;220;
NAT9458  ;2013JJ00;35;10;25;4445;2905;1730;1035;140;710;390;185;80;120;0;440;
NAT9458  ;2014JJ00;40;15;25;3900;2285;1410;820;55;590;415;220;90;110;0;610;
NAT9458  ;2015JJ00;15;10;5;3755;2165;1385;740;35;695;480;295;85;100;0;415;
NAT9458  ;2016JJ00;15;5;10;4010;2235;1410;795;35;800;650;465;90;95;0;325;
NAT9458  ;2017JJ00;360;215;145;4895;2760;1680;985;95;885;990;740;130;125;0;265;
NAT9458  ;2018JJ00;405;215;190;5260;2845;1685;985;180;940;1235;1015;115;105;0;235;
NAT9458  ;2019JJ00;1050;670;380;5840;3190;1840;1055;295;1075;1310;1040;145;130;0;260;
NAT9458  ;2020JJ00;1765;1175;590;4410;2635;1545;875;215;670;870;625;115;125;0;235;
NAT9460  ;2008JJ00;20;0;0;145;20;5;10;5;75;30;5;20;5;0;20;
NAT9460  ;2009JJ00;20;5;10;125;25;5;15;0;75;15;5;10;5;0;10;
NAT9460  ;2010JJ00;50;30;20;105;25;10;15;0;40;25;0;20;0;0;15;
NAT9460  ;2011JJ00;40;30;10;100;45;15;25;5;30;15;0;10;5;10;0;
NAT9460  ;2012JJ00;45;35;10;85;30;5;15;10;40;15;0;10;0;5;0;
NAT9460  ;2013JJ00;105;50;60;135;55;15;30;5;60;15;0;10;5;5;0;
NAT9460  ;2014JJ00;155;115;40;115;45;20;15;10;45;10;0;5;5;10;5;
NAT9460  ;2015JJ00;145;70;80;95;25;10;10;5;40;10;0;10;0;10;5;
NAT9460  ;2016JJ00;95;65;25;90;30;15;10;5;30;10;0;5;5;15;5;
NAT9460  ;2017JJ00;80;50;30;120;40;15;15;10;30;20;5;10;5;20;5;
NAT9460  ;2018JJ00;90;35;55;160;55;10;25;15;40;15;0;5;10;50;5;
NAT9460  ;2019JJ00;65;15;50;215;70;25;20;30;50;25;5;15;5;60;10;
NAT9460  ;2020JJ00;50;20;30;140;65;15;30;20;35;10;5;5;0;25;5;
NAT9464  ;2008JJ00;0;0;0;155;105;60;20;30;5;35;30;0;5;0;10;
NAT9464  ;2009JJ00;0;0;0;135;80;35;15;30;10;35;25;0;10;0;10;
NAT9464  ;2010JJ00;0;0;0;150;90;40;25;25;15;30;20;0;10;0;10;
NAT9464  ;2011JJ00;0;0;0;150;90;45;20;20;20;35;25;0;10;0;10;
NAT9464  ;2012JJ00;0;0;0;135;70;30;10;35;20;45;30;5;5;0;5;
NAT9464  ;2013JJ00;0;0;0;165;95;45;40;10;20;35;35;5;0;0;15;
NAT9464  ;2014JJ00;0;0;0;130;55;35;10;5;20;35;25;5;5;0;20;
NAT9464  ;2015JJ00;0;0;0;140;65;30;25;10;15;30;20;5;5;0;30;
NAT9464  ;2016JJ00;5;0;0;155;70;45;15;10;25;35;25;5;5;0;25;
NAT9464  ;2017JJ00;10;5;5;205;90;50;15;30;20;45;30;0;10;5;45;
NAT9464  ;2018JJ00;10;10;0;230;100;55;15;30;15;50;35;5;10;0;60;
NAT9464  ;2019JJ00;25;15;10;285;125;55;40;30;20;50;50;0;0;5;85;
NAT9464  ;2020JJ00;25;20;10;175;80;35;15;25;10;25;20;0;5;5;60;
NAT9466  ;2008JJ00;0;0;0;425;175;130;40;5;155;55;20;15;20;0;45;
NAT9466  ;2009JJ00;5;5;0;415;170;115;50;5;165;65;15;25;25;0;10;
NAT9466  ;2010JJ00;10;0;10;400;160;115;40;5;170;65;15;25;25;0;5;
NAT9466  ;2011JJ00;0;0;0;520;205;150;50;10;185;120;15;25;80;0;5;
NAT9466  ;2012JJ00;0;0;0;390;185;110;60;10;155;50;5;15;30;0;0;
NAT9466  ;2013JJ00;0;0;0;430;160;95;50;15;180;80;10;35;35;0;5;
NAT9466  ;2014JJ00;0;0;0;465;160;115;45;0;235;60;10;25;25;0;10;
NAT9466  ;2015JJ00;5;5;0;525;170;115;55;0;255;85;15;30;40;0;15;
NAT9466  ;2016JJ00;0;0;0;770;245;170;70;5;405;90;30;30;30;0;30;
NAT9466  ;2017JJ00;0;0;0;910;225;140;75;10;550;110;20;35;55;0;20;
NAT9466  ;2018JJ00;0;0;0;935;250;140;90;20;565;100;40;25;40;0;20;
NAT9466  ;2019JJ00;0;0;0;1135;290;170;90;30;695;110;35;25;50;0;35;
NAT9466  ;2020JJ00;0;0;0;680;210;125;65;20;370;75;15;20;40;5;20;
NAT9467  ;2008JJ00;10;0;0;155;85;55;25;10;20;40;30;0;10;0;15;
NAT9467  ;2009JJ00;5;0;0;120;75;45;20;10;15;25;15;0;5;0;5;
NAT9467  ;2010JJ00;15;5;5;110;65;40;15;10;15;25;20;0;5;0;5;
NAT9467  ;2011JJ00;15;15;0;125;75;50;25;5;20;25;20;0;5;0;5;
NAT9467  ;2012JJ00;5;5;0;120;65;40;15;15;25;25;15;5;0;0;5;
NAT9467  ;2013JJ00;5;0;0;155;85;40;30;10;30;35;25;5;0;0;10;
NAT9467  ;2014JJ00;5;5;0;165;80;60;20;5;35;40;30;0;5;0;10;
NAT9467  ;2015JJ00;5;5;0;155;75;45;25;5;30;40;30;5;5;0;15;
